date,load
2019-06,77.46187859
2019-07,78.09033426
2019-08,82.58940549
2019-09,83.88830545
2019-10,84.10921673
2019-11,93.16373719
2019-12,101.4986615
2020-01,108.7325264
2020-02,97.55334488
2020-03,85.42483703
2020-04,81.17756292
2020-05,77.76886682
2020-06,86.61365414
2020-07,93.20041478
2020-08,98.70182857
2020-09,104.5963436
2020-10,106.4502482
2020-11,121.9034502
2020-12,131.1993507
2021-01,138.8745384
2021-02,147.4624816
2021-03,159.3020108
2021-04,162.1913308
2021-05,174.8759206
2021-06,157.6805278
2021-07,155.4955275
2021-08,165.8622971
2021-09,168.5708639
2021-10,184.8374714
2021-11,184.5551788
2021-12,178.505442
2022-01,185.9314419
2022-02,201.7176755
2022-03,251.8312717
2022-04,237.5317362
2022-05,229.2409055
2022-06,211.7951825
2022-07,168.8204244
2022-08,163.3235421
2022-09,152.5727847
2022-10,151.2849732
2022-11,154.7071166
2022-12,144.6002988
2023-01,140.411897
2023-02,135.8691468
2023-03,131.7866586
2023-04,130.0300245
2023-05,118.6824197
