date,load
2020-01,102.5151015
2020-02,99.41898468
2020-03,95.17723882
2020-04,92.52687559
2020-05,91.13536059
2020-06,93.25584335
2020-07,94.04145171
2020-08,95.91594445
2020-09,98.01149789
2020-10,101.376381
2020-11,105.5860013
2020-12,108.5968396
2021-01,113.5255332
2021-02,116.5705107
2021-03,119.2293297
2021-04,122.0662694
2021-05,128.1255587
2021-06,125.2776346
2021-07,124.5648584
2021-08,127.9581359
2021-09,129.1891923
2021-10,133.2243685
2021-11,135.3148529
2021-12,133.6911031
2022-01,135.5941547
2022-02,141.2364631
2022-03,159.7131904
2022-04,158.4345757
2022-05,158.0528298
2022-06,154.7082137
2022-07,140.5724121
2022-08,137.5795511
2022-09,136.041752
2022-10,135.3784725
2022-11,134.7375273
2022-12,131.7945781
2023-01,130.2015508
2023-02,129.8168453
2023-03,127.0042217
2023-04,127.6877286
2023-05,124.3375702
